id,title,price,link,categories,description,rating,weight,image,stock_status
17952,Coated Sunflower Salt & Vinegar,3.7,https://www.alrifai.com/shop/coated-sunflower-salt-vinegar/,"All, Coated Sunflower Seeds, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Premium peeled sunflower seeds coated with a crunchy layer and seasoned with salt and vinegar. Guaranteed to be addictive.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Gluten",5.0,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Coated-Sunflower-Salt-Vinegar_AH__0547.jpg?fit=700%2C700&ssl=1,SOLD OUT
17951,Coated Sunflower Chili,3.7,https://www.alrifai.com/shop/coated-sunflower-chili/,"All, Coated Sunflower Seeds, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Premium peeled sunflower seeds coated with a crunchy and seasoned with red chilis for that unique kick. Guarranteed to be addictive
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Gluten.",NaN,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Coated-Sunflower-Seeds-Chili_AH__0699.jpg?fit=700%2C700&ssl=1,SOLD OUT
17734,Coconut Bar Sugar Free,0.5,https://www.alrifai.com/shop/coconut-bar-sugar-free/,"All, Nut Bars, Sugar Free Nut Bars","  Premium hand picked coconut dried and shaved to tiny bits and covered with a sugar free maltitol layer.
GOOD FOR YOU:
Sugar Free
Vegan Friendly
SOLD IN: 40g Bar
ALLERGEN NOTICE: Nuts",5.0,0.04 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Coconut.jpg?fit=700%2C700&ssl=1,In stock
17736,Coconut Slices 200g,4.0,https://www.alrifai.com/shop/coconut-slices/,"All, All Fruits, Dried Fruits, Healthy Mixes & Dried Fruits","SOLD IN: Vacuum Tray 200g (0.44 lb)
ALLERGEN NOTICE: Sulfites.",NaN,0.25 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Tray-Coconut-Slices_AH__0940.jpg?fit=700%2C700&ssl=1,SOLD OUT17955
17955,Corn Cheese,5.0,https://www.alrifai.com/shop/corn-cheese/,"All, Corn, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Rifai Corn salted is a high fiber, low sugar, gluten free, premium roasted corn snack and season with a mild cheddar flavor. Our snack packs an addictive crunch that tastes delicious.
SOLD IN: Bulk 1kg (35.2 oz) or 500g (17.1 oz)
ALLERGEN NOTICE: Milk",NaN,"1kg, 35.2 oz, 500g, 17.1 oz",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Corn-Spanish-Cheese_AH__0459.jpg?fit=700%2C700&ssl=1,In stock
17739,Croissant Figs,12.0,https://www.alrifai.com/shop/croissant-figs/,All,"A unique take on Lebanese pastry dough shaped like a croissant and filled with Fig Paste and baked with love.
SOLD IN: Carton Box 290g
ALLERGEN NOTICE: Milk and gluten.",NaN,0.3 kg ,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Fig-Fingers_AH__0991.jpg?fit=886%2C886&ssl=1,In stock
17740,Dark Choco Nuts,29.0,https://www.alrifai.com/shop/dark-choco-nuts/,"All, Chocolate, Confectionery, Gifts","When pistachios meet chocolate. It is time to indulge yourself into this flavorful dark chocolate pistachio and walnut praline.
Weight: 500g Ã¢ÂÂ 17.6 Oz.
Allergen:    Nuts, milk, Soy.",NaN,0.7 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Chocolate-Sensation_AH__1062.jpg?fit=700%2C700&ssl=1,In stock
17956,Corn Salted,5.0,https://www.alrifai.com/shop/corn-salted/,"All, Corn, Nuts & Kernels, Nuts & Seeds","Rifai Salted Corn are roasted with oil and seasoned with Sea salt. This snack is an all natural corn bits to enjoy with friends or a single serve.
GOOD FOR YOU:
No MSGs (glutamates)
Vegan Friendly
SOLD IN: Bulk 1kg (35.2 oz) or 500g (17.1 oz)
ALLERGEN NOTICE: None.",5.0,"1kg, 35.2 oz, 500g, 17.1 oz",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Corn-Spanish-Salted_AH__0456.jpg?fit=700%2C700&ssl=1,In stock
17738,Croissant Date,12.0,https://www.alrifai.com/shop/croissant-date/,All,"A unique take on Lebanese pastry dough, shaped like croissant and filled with date paste.
SOLD IN: Plastic Box 290g
ALLERGEN NOTICE: Milk and gluten.",5.0,0.29 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Date-Fingers_AH__0997.jpg?fit=700%2C700&ssl=1,In stock
17961,Dark Chocolate Hazelnut,29.0,https://www.alrifai.com/shop/dark-chocolate-hazelnut/,"All, Chocolate, Confectionery, Gifts","Young & freshly roasted whole hazelnuts covered with 70% cocoa dark chocolate. Less is more with our simple two components take on a classic treat. To share with friends or as a gift.
SOLD IN: Cardboard Box 500g (1.1lb)",5.0,"500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Rocher-Hazelnut-Dark_AH__1059.jpg?fit=700%2C700&ssl=1,In stock
17966,Dates Filled With Almonds,15.0,https://www.alrifai.com/shop/dates-filled-with-almonds/,"All, All Fruits, Dates","SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",5.0,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dates-Filled-With-Almonds_AH__0859.jpg?fit=700%2C700&ssl=1,In stock
20111,Dates filled with Nuts,14.0,https://www.alrifai.com/shop/summer-dates-small/,"All, All Fruits, Dates, Gifts","A gift set of delectable traditional confectionaries. We have selected for this box a combination of the following items:
Dates filled with Mandarin
Dates filled with Almonds
Dates filled with Walnuts
Dates filled with Hazelnuts
NET WEIGHT: 450g",NaN,0.6 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2023/06/Dates-with-Nuts-Small_AH__1031.jpg?fit=700%2C467&ssl=1,In stock
17737,Cranberries 300g,6.0,https://www.alrifai.com/shop/cranberries/,"All, All Fruits, Dried Fruits, Healthy Mixes & Dried Fruits","SOLD IN: Plastic Tray 300g (0.66lb)
ALLERGEN NOTICE: Sulfites.",NaN,0.35 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dry-Cranberries_AH__0766.jpg?fit=700%2C700&ssl=1,In stock
17967,Dates Filled With Hazelnuts,15.0,https://www.alrifai.com/shop/dates-filled-with-hazelnuts/,"All, All Fruits, Dates","Premium hand picked jumbo dates dried, pitted and filled with grilled hazelnuts without salt. A nutty sweet treat.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",5.0,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dates-Filled-With-Hazelnuts_AH__0854.jpg?fit=700%2C700&ssl=1,In stock
17968,Dates Filled with Pistachios & Mandarin,15.0,https://www.alrifai.com/shop/dates-filled-with-pistachios-mandarin/,"All, All Fruits, Dates","Premium hand picked jumbo dates pitted and sliced and filled with a paste of mandarin and diced pistachios.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",NaN,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dates-Filled-with-Pistachios-Mandarin_AH__0862.jpg?fit=700%2C700&ssl=1,In stock
17746,Dates Khoudary,4.5,https://www.alrifai.com/shop/dates-khoudary/,"All, All Fruits, Dates","Al-Khudari is characterized by its quality, nutritional value, large size, and abundant production. The production of the palm tree is about 350 kilos. Al-Khudari is characterized by its long-term survival, heat resistance, and black color, which does not change with time. It is also suitable for diabetics due to its low sugar content.
SOLD IN: Tray 500g
ALLERGEN NOTICE: None",NaN,0.5 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dates-Khoudary-Extra_AH__0927-scaled.jpg?fit=700%2C700&ssl=1,In stock
17742,Dark Chocolate Hazelnut Bar 100g,6.0,https://www.alrifai.com/shop/dark-chocolate-hazelnut-bar-100g/,"All, Confectionery","Slow roasted whole hazelnuts unsalted and covered with dark chocolate and vanilla.
SOLD: Bar 100g.
ALLERGEN NOTICE: Nuts, milk and soy",NaN,0.12 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/SouchetDarkChocolateBarHazelnut100g_AH__1157.jpg?fit=700%2C700&ssl=1,In stock
19338,Dates Stuffed with Nuts,43.0,https://www.alrifai.com/shop/dates-stuffed-with-nuts/,"All, All Fruits, Dates, Gifts","A gift set of delectable traditional confectionaries. We have selected for this box a combination of the following items:
Dates filled with Pistachios & Caramel
Dates filled with Cashews & Grenadine
Dates filled with Walnuts & Moghli
NET WEIGHT: 1035g",5.0,1.35 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2024/12/dates-stuffed-with-nuts-1350g.jpg?fit=432%2C330&ssl=1,In stock
17973,DragÃÂ©e Almond,6.0,https://www.alrifai.com/shop/dragee-almond/,"All, Almonds, Nuts DragÃÂ©es","Rifai fresh almonds with vanillin sugar coated with a smooth layer of white crystalized texture. Used for celebrations or special events such a baby showers or weddings.
Sold In: Gift Box 140g.",NaN,0.17 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Drage-Almond-White_AH__1083.jpg?fit=700%2C700&ssl=1,In stock
20202,Decaf Capsule,3.75,https://www.alrifai.com/shop/decaf-capsule/,"All, Coffee, Coffee Capsules","Rifai long roasted decaffeinated fruity coffee capsules
Contents: 10 Aluminum capsules with roasted & ground coffee.
Sold in: 10 pcs Pack & 100 pcs Pack",5.0,0.1 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2023/07/Rifai-Cafe-Decaf-.jpg?fit=700%2C700&ssl=1,In stock
17837,Dates stuffed with nuts,30.0,https://www.alrifai.com/shop/summer-dates/,"All, All Fruits, Dates, Gifts","A gift set of delectable traditional confectionaries. We have selected for this box a combination of the following items:
Dates filled with Mandarin
Dates filled with Almonds
Dates filled with Walnuts
Dates filled with Hazelnuts
NET WEIGHT: 640g",5.0,0.8 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2024/12/dates-stuffed-with-nuts-1350g.jpg?fit=432%2C330&ssl=1,In stock
18023,DragÃÂ©es Almond Milk,8.0,https://www.alrifai.com/shop/milk-chocolate-almonds-3/,"All, Almonds, Chocolate, Nuts DragÃÂ©es","Bite into a classic. A freshly roasted Almond covered in a thick layer of Milk Chocolate. We use only the finest of Almonds slow roasted to let the full nutty flavor develops.
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN: Box 125g
ALLERGEN NOTICE: Nuts, Milk, Soy.",NaN,0.16 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dragee-Almond-Milk_AH__1076.jpg?fit=700%2C700&ssl=1,In stock
18025,DragÃÂ©e Hazelnut Milk,7.0,https://www.alrifai.com/shop/milk-chocolate-hazelnuts-3/,"All, Chocolate, Hazelnuts, Nuts DragÃÂ©es","Bite into a classic. A freshly roasted Hazelnut covered in a thick layer of Milk Chocolate. We use only the finest of hazelnuts slow roasted to let the full nutty flavor develops.
GOOD FOR YOU:
No MSGs (glutamates)
Dry Roasted with no fats or oil added in the process
Vegan Friendly
SOLD IN: Box 125g
ALLERGEN NOTICE: Nuts, Milk.",NaN,0.16 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dragee-Hazelnut-Milk_AH__1075.jpg?fit=700%2C700&ssl=1,In stock
17963,DragÃÂ©es Raisins Dark,7.0,https://www.alrifai.com/shop/dark-chocolate-raisins/,"All, All Fruits, Chocolate, Dried Fruits, Healthy Mixes & Dried Fruits","  Our signature dried raisins covered in a thin layer of dark chocolate. We use only the finest of raisins and creamy chocolates to let the full flavor develops.
SOLD IN: Box 160g
ALLERGEN NOTICE: Milk, Soy.",5.0,0.17 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dragee-Raisins-Dark_AH__1072.jpg?fit=700%2C700&ssl=1,In stock
19512,Dried Figs & Walnuts,11.0,https://www.alrifai.com/shop/dried-figs-walnuts/,"All, Dried Fruits","Premium Figs with the skin on dried in open air and stuffed with walnuts. Super Snack!
SOLD IN: Carton Box 680g.
ALLERGEN NOTICE: Sulfites, nuts.",NaN,0.65 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2023/03/FigsStuffedwithWalnuts_AH__1004.jpg?fit=700%2C700&ssl=1,In stock
17962,DragÃÂ©es Hazelnut Dark,7.0,https://www.alrifai.com/shop/dark-chocolate-hazelnuts-2/,"All, Hazelnuts, Nuts DragÃÂ©es","Bite into a classic. A freshly roasted Hazelnut covered in a thick layer of Milk Chocolate. We use only the finest of hazelnuts slow roasted to let the full nutty flavor develops.
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN: Box 125g
ALLERGEN NOTICE: Nuts, Milk, Soy.",NaN,0.15 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dragee-Hazelnut-Dark_AH__1074.jpg?fit=700%2C700&ssl=1,In stock
17755,Figs Baglama 315g,8.0,https://www.alrifai.com/shop/figs-baglama/,"All, All Fruits, Dried Fruits, Healthy Mixes & Dried Fruits","Premium Figs with the skin on dried in open air.
SOLD IN: Vacuum Plastic Tray 315g (0.69lb)
ALLERGEN NOTICE: Sulfites.",5.0,0.35 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dried-Figs-Baglama_AH__0770.jpg?fit=700%2C700&ssl=1,In stock
17975,Exotic Fruit Mix,4.5,https://www.alrifai.com/shop/exotic-fruit-mix-black-edition/,"All, Healthy Mixes & Dried Fruits, Jars","A heavenly treat for exotic fruit lovers.  We combine Kiwi, Bananas, Roasted Coconut Shaves, Papaya, coconut Cubes and Pomelos!
SOLD IN: Hybrid Can Jar 170g (0.37lb)
ALLERGEN NOTICE: Nuts.",NaN,0.17 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Jar-Exotic-Mix_AH__1134-1.jpg?fit=700%2C700&ssl=1,In stock
18026,DragÃÂ©es Raisins Milk,7.0,https://www.alrifai.com/shop/milk-chocolate-raisins/,"All, All Fruits, Chocolate, Dried Fruits, Healthy Mixes & Dried Fruits","  Our signature dried raisins covered in a thin layer of milk chocolate. We use only the finest of raisins and creamy chocolates to let the full flavor develops.
SOLD IN: Box 160
ALLERGEN NOTICE: Milk, Soy.",NaN,0.16 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dragee-Raisins-Milk_AH__1073.jpg?fit=700%2C700&ssl=1,In stock
17756,Flower Croquant,12.0,https://www.alrifai.com/shop/flower-croquant/,"All, Confectionery, Malban & Nougat","A caramel nutty base with Vanilla rolled into flat bread like and topped with dried Lebanese flower petals.
SOLD IN: Individually Wrapped in Carton Box 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",5.0,0.5 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Flower-Croquant_AH__0814.jpg?fit=700%2C700&ssl=1,In stock
19512,Dried Figs & Walnuts,11.0,https://www.alrifai.com/shop/dried-figs-walnuts/,"All, Dried Fruits","Premium Figs with the skin on dried in open air and stuffed with walnuts. Super Snack!
SOLD IN: Carton Box 680g.
ALLERGEN NOTICE: Sulfites, nuts.",NaN,0.65 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2023/03/FigsStuffedwithWalnuts_AH__1004.jpg?fit=700%2C700&ssl=1,In stock
17756,Flower Croquant,12.0,https://www.alrifai.com/shop/flower-croquant/,"All, Confectionery, Malban & Nougat","A caramel nutty base with Vanilla rolled into flat bread like and topped with dried Lebanese flower petals.
SOLD IN: Individually Wrapped in Carton Box 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",5.0,0.5 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Flower-Croquant_AH__0814.jpg?fit=700%2C700&ssl=1,In stock
17755,Figs Baglama 315g,8.0,https://www.alrifai.com/shop/figs-baglama/,"All, All Fruits, Dried Fruits, Healthy Mixes & Dried Fruits","Premium Figs with the skin on dried in open air.
SOLD IN: Vacuum Plastic Tray 315g (0.69lb)
ALLERGEN NOTICE: Sulfites.",5.0,0.35 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dried-Figs-Baglama_AH__0770.jpg?fit=700%2C700&ssl=1,In stock
17975,Exotic Fruit Mix,4.5,https://www.alrifai.com/shop/exotic-fruit-mix-black-edition/,"All, Healthy Mixes & Dried Fruits, Jars","A heavenly treat for exotic fruit lovers.  We combine Kiwi, Bananas, Roasted Coconut Shaves, Papaya, coconut Cubes and Pomelos!
SOLD IN: Hybrid Can Jar 170g (0.37lb)
ALLERGEN NOTICE: Nuts.",NaN,0.17 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Jar-Exotic-Mix_AH__1134-1.jpg?fit=700%2C700&ssl=1,In stock
18026,DragÃÂ©es Raisins Milk,7.0,https://www.alrifai.com/shop/milk-chocolate-raisins/,"All, All Fruits, Chocolate, Dried Fruits, Healthy Mixes & Dried Fruits","  Our signature dried raisins covered in a thin layer of milk chocolate. We use only the finest of raisins and creamy chocolates to let the full flavor develops.
SOLD IN: Box 160
ALLERGEN NOTICE: Milk, Soy.",NaN,0.16 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dragee-Raisins-Milk_AH__1073.jpg?fit=700%2C700&ssl=1,In stock
17978,Ghazel Banat Ã¢ÂÂ Oriental Cotton Candy,4.0,https://www.alrifai.com/shop/ghazel-banat-oriental-cotton-candy/,All,"Ghazel Banat is a sweet in fine strands made by blending flour roasted in butter into pulled sugar and garnished with ground pistachios nuts. It is referred to Oriental Cotton Candy.
SOLD IN: Plastic Box
ALLERGEN NOTICE: Nuts.",NaN,100 g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/pismaniye001_tastesoforient_02-1200x1200_f54af82f-9a99-42f8-a627-b9ce98df51b1.jpg?fit=700%2C700&ssl=1,In stock
17758,Fruits & Nuts Bar Sugar Free,1.0,https://www.alrifai.com/shop/fruits-nuts-bar-sugar-free/,"All, Nut Bars, Nut Spreads & Bars, Sugar Free Nut Bars","Fruits & Nuts (No added sugars-With Sweetener). Ingredients: Peanuts, almonds, cashew nuts, cranberries, raisins, sweetener: maltitol E965, preservative: sulfure dioxide E220.
May also contain sesame seeds.
GOOD FOR YOU:
Sugar Free
Vegan Friendly
SOLD IN: 40g Bar
ALLERGEN NOTICE: Peanuts, Almonds, Cashew, Sulfure Dioxide",NaN,40 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/FRUITS_NUTS.jpg?fit=700%2C700&ssl=1,In stock
17763,Goji Berries 200g,8.0,https://www.alrifai.com/shop/goji-berries/,"All, All Fruits, Dried Fruits, Healthy Mixes & Dried Fruits","Goji berries have been traditionally regarded as a longevity, strength-building, and potency food of the highest order. They contain 500 times the amount of vitamin C by weight of oranges, plus 18 amino acids, and are jam-packed with a combination of polysaccharides, carotenoids, and anthocyanins.
Rifai goji berries are grown organically (unlike most goji berries on the market) and harvested with exceptional care by selecting for maximum taste and nutrient potency.
Once you try them youÃ¢ÂÂll agree that this is a delicious way to stay healthy!
SOLD IN: Vacuum Carton Box 200g (0.44lb)
ALLERGEN NOTICE: None.",5.0,0.25 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/photo_756_5452b88aa7eb0.jpg?fit=700%2C700&ssl=1,SOLD OUT
21101,Ginger Slices,6.0,https://www.alrifai.com/shop/ginger-slices/,"All, All Fruits, Dried Fruits","Experience the invigorating flavor of our Dried Ginger Slices, delicately coated with granulated sugar for a delightful sweet and spicy taste sensation. Bursting with vitality and zing, these ginger slices are the perfect snack to awaken your senses and energize your day. Enjoy them on their own for a flavorful pick-me-up or add them to your favorite recipes for a touch of warmth and spice. Treat yourself to this irresistible snack and embrace the natural goodness of ginger!
SOLD IN: Vacuum Tray 240g (0.6lb)
ALLERGEN NOTICE: Sulfites.",NaN,0.4 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2024/08/DriedGinger_AH__0943.jpg?fit=700%2C700&ssl=1,In stock
17977,Gazarieh with Almonds,12.0,https://www.alrifai.com/shop/gazarieh-with-almonds/,"All, Confectionery, Malban & Nougat","  Gazarieh is a jam like confection made from julienned carrots cooked with sugar and water. The jam is then rolled into a ball and covered with almonds slices and diced pistachios. Each piece is individually wrapped for convenience and freshness.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE:  Nuts.",NaN,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Gazarieh-with-Almonds_AH__0811.jpg?fit=700%2C700&ssl=1,In stock
17764,Golden Raisins 330g,3.5,https://www.alrifai.com/shop/golden-raisins/,"All, All Fruits, Dried Fruits","Unlike black raisins, the golden raisins are not dried in the sun but in large dehydrators at controlled temperature and humidity levels. Golden raisins are treated with antioxidant sulfur dioxide, which is commonly used for both its health properties and as a preservative in dried fruit.
The result is a much fruitier, lighter flavor. The extra plumpness and juiciness of golden raisins likely comes from this temperature and humidity control.
SOLD IN: Plastic Tray 330g (0.72lb)
ALLERGEN NOTICE: Sulfites.",5.0,0.37 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dry-Raisins-Ashlamich_AH__0742-1.jpg?fit=700%2C700&ssl=1,In stock
17980,Goji Soy Magic,4.5,https://www.alrifai.com/shop/goji-soy-magic-black-edition/,"All, Healthy Mixes & Dried Fruits, Jars","Rifai Goji Soy Magic is a selection of roasted soybeans, goji berries, peeled pumpkin seeds, and raisins. Packed in an easy to grab format idea for snacking at the office or during your trips.
SOLD IN: Plastic Jar 170g (0.37lb)
ALLERGEN NOTICE: Milk, and gluten.",NaN,0.18 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Jar-Goji-Soy-Magic_AH__0896.jpg?fit=700%2C700&ssl=1,In stock
17766,Green Pomelo 210g,4.5,https://www.alrifai.com/shop/green-pomelo/,"All, All Fruits, Dried Fruits, Healthy Mixes & Dried Fruits","Healthy and delicious! The rind of this delicious citrus fruit is packed with vitamins, and perfectly sweet that makes for a fantastic treat. Widely used in many authentic dishes from of Southeast Asia and Malaysia.
The grapefruit of the east is sweetened perfectly by nature, pleasantly aromatic and does not have the strong acidic taste you will find in a grapefruit. Our Dried Green Pomelo can contribute to weight loss by absorbing and reducing the sugar and starch content in the body. Can be used in salads or enhance the flavor of a soup dessert.
SOLD IN: Plastic Tray 210g (0.46lb)
ALLERGEN NOTICE: Sulfites.",NaN,0.25 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dried-Pomelo_AH__0761.jpg?fit=700%2C700&ssl=1,In stock
17985,Halawa Rolls,12.0,https://www.alrifai.com/shop/halawa-rolls/,"All, Confectionery, Malban & Nougat","SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts, gluten and sesame.",4.35,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Halawa-Rolls_AH__0847.jpg?fit=700%2C700&ssl=1,In stock
17984,Green Grass Ã¢ÂÂ Pistachios,14.5,https://www.alrifai.com/shop/green-grass-pistachios/,"All, Confectionery, Malban & Nougat","SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts, eggs and milk.",NaN,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Green-Grace-Assorted_AH__0845.jpg?fit=700%2C700&ssl=1,In stock
20204,Intense Capsule,3.75,https://www.alrifai.com/shop/intense-capsule/,"All, Coffee, Coffee Capsules","Rifai dark roasted bold  strong & fruity coffee capsules.
Contents: 10 Aluminum capsules with roasted & ground coffee.
Sold in: 10 pcs Pack & 100 pcs Pack.",5.0,0.1 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2023/07/Rifai-Cafe-Intense.jpg?fit=700%2C700&ssl=1,SOLD OUT
17992,Japanese Boules Mix,6.0,https://www.alrifai.com/shop/japanese-boules-mix/,"All, Fresh Mixes From the Nut Warmer","Unique recipes of peanuts coated with crunchy layers of asiatic flavors. Sweet & sour, sea weed and Soy sauce all combined to create an oriental experience. 
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Peanuts, Gluten, Soy and Sesame Seeds.",4.29,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Japanese-Crackers-Balls_AH__0598.jpg?fit=700%2C700&ssl=1,In stock
21157,Jabal Moussa Honey,35.0,https://www.alrifai.com/shop/jabal-moussa-honey/,"All, Jars","Our Jabal Moussa Honey comes from the reserve of Jabal Moussa it is a dark brown honey offering a rich woody taste. it is mainly made from honeydew, sweet droplets found on tree leaves in the dense with a hint of thyme nectar and diverse forests of Jabal Moussa.
Our forest honey contains less than 0.5% of sucrose.
SOLD IN: Glass Jar 400g 
ALLERGEN NOTICE: None
 ",NaN,0.7 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2024/09/Honey_AH__1317-3.jpg?fit=580%2C580&ssl=1,In stock
17988,Hazelnuts Peeled and Grilled,14.5,https://www.alrifai.com/shop/hazelnuts-peeled-and-grilled/,"All, Hazelnuts, Nuts & Kernels, Nuts & Seeds","Large and creamy, Rifai premium hazelnuts are unlike any other snack nuts. Packaged to tuck into briefcases, desk drawers, glove boxes or lunch bags, our hazelnuts are nutritional bursts of energy.
GOOD FOR YOU:
Dry Roasted with no oils or fat added.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",5.0,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Hazelnut_Salted.jpg?fit=700%2C700&ssl=1,In stock
17767,Hazelnuts Peeled Raw 260g,7.0,https://www.alrifai.com/shop/hazelnuts-peeled-raw/,"All, Hazelnuts, Nuts & Kernels, Nuts & Seeds, Raw Nuts & Seeds","Rifai Hazelnut Raw Peeled are premium handpicked from Turkey. They are selected for their taste, crunch and texture. They are a good snack and even a great addition to your meals or salads.
SOLD IN: Plastic Tray 260g (0.57lb)
ALLERGEN NOTICE: Nuts.",NaN,0.3 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/faded-short-sleeves-tshirt.jpg?fit=470%2C470&ssl=1,In stock
17773,Juice Cookies,9.5,https://www.alrifai.com/shop/juice-cookies/,All,"Traditional Lebanese cookies rolled with walnuts and fruits pieces. Without any sugar added, the dough is sweetened with fruit juices of orange and apples. A classic treat for the morning or with a coffee
SOLD IN: Plastic Tray 330g (0.72lb)
ALLERGEN NOTICE: Nuts",NaN,500 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Natural-Assorted-Cookies_AH__0973.jpg?fit=700%2C700&ssl=1,In stock
17774,Kamar El Dine Ã¢ÂÂ Apricot Paste,6.0,https://www.alrifai.com/shop/kamar-el-dine-apricot-paste/,"All, All Fruits, Fruit Paste","Apricots, sugar, water, glucose and olive oil all mixed together and brought to a boil then dried into a thick paste. A unique take from RIFAI on this oriental confection.
SOLD IN: Pack of 460g (1lb)",5.0,0.46 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/KamareddineRollSugarFree_cleanup.png?fit=700%2C700&ssl=1,In stock
